period,transit_epoch_bjd,transit_duration_hrs,transit_depth_ppm,planet_radius_earth,star_radius_sol,star_teff,star_logg,disposition_text,source,target_encoded
6.31219171,136.93315,4.9377,403.7,2.17,1.075,6322.0,4.426,CANDIDATE,Kepler,1
13.24503482,142.00573,4.4078,156.1,1.77,1.39,5636.0,4.147,CONFIRMED,Kepler,1
3.85690686,134.47405,2.0808,127.8,0.93,0.813,5272.0,4.574,CONFIRMED,Kepler,1
6.31943553,132.22892,3.3422,581.1,2.71,1.022,5670.0,4.397,CONFIRMED,Kepler,1
12.20951755,360.3204,4.1808,538.1,2.61,1.022,5670.0,4.397,CONFIRMED,Kepler,1
3.07644709,353.7643,2.6326,216.7,1.61,1.022,5670.0,4.397,CONFIRMED,Kepler,1
2.11913005,132.59,4.141,28.7,1.35,2.377,5799.0,3.813,FALSE POSITIVE,Kepler,0
18.79591276,145.821854,7.5235,2431.4,7.39,1.406,6163.0,4.185,CONFIRMED,Kepler,1
9.69315023,132.81362,5.6725,141.8,1.89,1.472,5683.0,4.108,CONFIRMED,Kepler,1
8.48031229,135.85319,7.105,351.1,2.58,1.078,5910.0,4.364,FALSE POSITIVE,Kepler,0
6.92101452,135.64343,4.3591,529.7,1.48,0.585,4461.0,4.661,CONFIRMED,Kepler,1
3.27344784,134.45023,1.7292,262.5,0.81,0.496,3758.0,4.769,CONFIRMED,Kepler,1
15.3789014,143.40629,4.662,185.1,2.94,2.153,5817.0,3.877,CONFIRMED,Kepler,1
5.007414194,135.024066,1.3584,4413.9,8.8,1.042,5957.0,4.417,CANDIDATE,Kepler,1
17.50441726,135.74731,4.2585,725.4,3.56,1.329,5815.0,4.16,CANDIDATE,Kepler,1
1.72086129,133.0209998,2.0243,10184.0,13.25,1.215,5742.0,4.297,CONFIRMED,Kepler,1
33.7888028,153.65384,5.496,649.2,2.71,1.062,6202.0,4.436,CONFIRMED,Kepler,1
3.215109385,133.77747,4.365,158.0,1.54,0.934,5541.0,4.472,CONFIRMED,Kepler,1
3.29276797,133.00741,4.8069,80.7,1.39,1.472,5683.0,4.108,CONFIRMED,Kepler,1
13.72710334,138.74473,7.3419,199.2,2.38,1.693,5951.0,4.017,CONFIRMED,Kepler,1
9.34145925,132.38581,6.18,81.7,1.56,1.693,5951.0,4.017,CONFIRMED,Kepler,1
4.97760447,134.67304,2.5719,287.3,1.75,1.023,5353.0,4.358,CONFIRMED,Kepler,1
21.1285655,149.27632,3.852,176.7,2.88,2.153,5817.0,3.877,CONFIRMED,Kepler,1
24.4851178,137.6248,4.642,263.8,7.14,2.995,6655.0,3.638,FALSE POSITIVE,Kepler,0
7.51854537,132.53078,2.845,286.7,1.42,0.864,5064.0,4.474,CONFIRMED,Kepler,1
25.96190067,138.96908,6.2732,350.3,3.25,1.729,6369.0,4.088,CONFIRMED,Kepler,1
1.855557556,137.181028,2.35672,10570.0,10.05,0.947,5657.0,4.441,CONFIRMED,Kepler,1
3.261759866,131.778858,1.7593,3876.1,8.01,0.945,6131.0,4.497,CANDIDATE,Kepler,1
16.78175788,139.79356,3.7386,908.0,2.25,0.742,4925.0,4.588,CONFIRMED,Kepler,1
2.549562652,132.60803,1.6999,495.1,1.11,0.506,3716.0,4.74,CONFIRMED,Kepler,1
13.96950181,132.17062,1.5871,1110.0,2.04,0.506,3716.0,4.74,CONFIRMED,Kepler,1
5.21230171,132.71052,2.098,430.0,1.04,0.506,3716.0,4.74,CONFIRMED,Kepler,1
17.76076524,137.50778,1.6679,1287.2,1.93,0.516,3826.0,4.744,CONFIRMED,Kepler,1
10.55840479,136.34449,3.366,194.2,1.41,1.023,5353.0,4.358,CONFIRMED,Kepler,1
20.92735802,139.325791,3.4256,8091.0,17.36,1.109,6126.0,4.358,CANDIDATE,Kepler,1
6.98800953,132.56964,3.103,193.2,1.39,1.023,5353.0,4.358,CONFIRMED,Kepler,1
22.8245144,144.46843,6.617,322.7,3.36,1.846,6642.0,4.057,CONFIRMED,Kepler,1
7.05675145,132.53512,2.0261,130.0,1.68,1.402,6388.0,4.244,CONFIRMED,Kepler,1
34.8536903,164.04668,5.333,767.7,2.4,0.848,5818.0,4.554,CONFIRMED,Kepler,1
2.41434868,132.42878,1.2701,191.0,0.97,0.724,4507.0,4.573,CONFIRMED,Kepler,1
2.466070972,132.32097,1.9559,704.5,24.3,0.884,5708.0,4.529,FALSE POSITIVE,Kepler,0
4.30656389,132.44098,4.1107,257.0,1.95,1.03,6108.0,4.466,CONFIRMED,Kepler,1
7.794302043,137.260385,1.1081,3387.4,16.51,0.982,5494.0,4.405,CONFIRMED,Kepler,1
14.5324483,140.72407,3.13,1355.9,3.11,0.86,5345.0,4.473,CONFIRMED,Kepler,1
5.248667607,135.516708,1.917,601.2,2.84,1.012,5807.0,4.437,CONFIRMED,Kepler,1
7.96431492,136.81646,1.5342,746.0,2.44,0.91,5185.0,4.44,CONFIRMED,Kepler,1
30.5231459,146.85072,2.7286,2212.3,11.26,0.79,5518.0,4.585,CANDIDATE,Kepler,1
28.78270955,132.3189,3.451,864.5,2.11,0.745,4774.0,4.58,CANDIDATE,Kepler,1
1.411230023,132.641925,1.4325,388.2,1.71,0.737,4575.0,4.564,CONFIRMED,Kepler,1
13.47472742,133.48999,2.5995,729.6,1.96,0.734,5395.0,4.615,CONFIRMED,Kepler,1
2.29503515,132.69329,1.654,172.1,1.18,0.909,5637.0,4.482,CONFIRMED,Kepler,1
27.495634,133.28538,4.858,483.3,2.11,0.911,5657.0,4.401,CONFIRMED,Kepler,1
14.08826442,137.34334,4.1847,889.4,2.66,0.895,5853.0,4.529,CONFIRMED,Kepler,1
4.539297295,133.9595824,1.9455,798.1,2.34,0.724,4914.0,4.61,CANDIDATE,Kepler,1
6.94135824,137.5437,1.8899,825.0,2.96,0.88,5527.0,4.491,CONFIRMED,Kepler,1
17.276296682,133.839172,3.94738,10458.0,7.31,0.738,4941.0,4.599,CONFIRMED,Kepler,1
31.7821117,134.8645,3.856,570.2,2.08,0.88,5527.0,4.491,CONFIRMED,Kepler,1
4.36273233,135.23342,2.2375,341.6,1.76,0.88,5527.0,4.491,CONFIRMED,Kepler,1
18.6848377,136.14587,3.7965,1251.5,1.93,0.545,4156.0,4.712,CONFIRMED,Kepler,1
7.41634701,135.85372,2.1362,505.5,1.24,0.545,4156.0,4.712,CONFIRMED,Kepler,1
9.91724268,135.1389,3.2241,457.9,2.85,1.207,5539.0,4.244,CONFIRMED,Kepler,1
20.16037858,144.34281,4.13,343.6,1.75,0.724,4975.0,4.614,CONFIRMED,Kepler,1
10.99470891,137.35769,1.5929,884.7,1.71,0.586,4302.0,4.661,CONFIRMED,Kepler,1
1.194812329,132.18329,1.3777,189.5,1.36,0.97,6198.0,4.475,FALSE POSITIVE,Kepler,0
10.84969477,136.74432,3.474,1122.1,2.67,0.778,5251.0,4.592,CONFIRMED,Kepler,1
12.18420006,139.05644,2.5014,499.3,2.59,1.068,5771.0,4.374,CONFIRMED,Kepler,1
3.76417012,132.35462,2.0111,558.4,1.7,0.728,5063.0,4.617,CONFIRMED,Kepler,1
5.92972237,135.49811,2.518,412.1,1.92,0.956,5741.0,4.492,CONFIRMED,Kepler,1
12.2476121,138.2196,3.209,402.7,1.9,0.956,5741.0,4.492,CONFIRMED,Kepler,1
13.59051547,133.07217,3.784,621.9,2.4,0.974,5442.0,4.409,CONFIRMED,Kepler,1
13.09390911,144.525,2.2805,398.7,2.2,0.956,5772.0,4.487,CONFIRMED,Kepler,1
4.915385452,132.69448,2.7757,225.5,1.46,0.956,5772.0,4.487,CONFIRMED,Kepler,1
9.76785911,139.43968,2.1649,585.4,2.54,0.852,5371.0,4.513,CONFIRMED,Kepler,1
22.08551599,135.23432,2.1727,3157.4,3.34,0.565,3828.0,4.712,CONFIRMED,Kepler,1
1.151166776,133.231766,1.0907,578.4,1.28,0.535,3951.0,4.73,CONFIRMED,Kepler,1
4.693305543,136.8627229,5.17249,14523.0,17.85,1.47,6365.0,4.22,FALSE POSITIVE,Kepler,0
3.246732048,133.379165,3.0535,6998.2,12.4,1.457,5763.0,4.15,CONFIRMED,Kepler,1
8.3606759,138.81934,6.287,194.8,1.49,1.068,5771.0,4.374,FALSE POSITIVE,Kepler,0
17.1181036,136.19429,1.29,167.7,1.22,0.929,5576.0,4.515,CANDIDATE,Kepler,1
8.29482811,133.50201,2.7437,559.5,2.76,0.939,5773.0,4.478,CANDIDATE,Kepler,1
26.635216,155.5577,5.949,1492.8,27.64,0.882,5215.0,4.455,FALSE POSITIVE,Kepler,0
17.84850835,148.39117,5.8919,391.2,3.29,1.465,6188.0,4.152,CONFIRMED,Kepler,1
26.1363443,131.61796,6.613,362.2,2.8,1.465,6188.0,4.152,CONFIRMED,Kepler,1
11.1895709,140.63504,5.3,143.3,1.81,1.465,6188.0,4.152,CONFIRMED,Kepler,1
2.757977384,131.87907,2.1489,211.0,1.69,1.0,5919.0,4.435,CONFIRMED,Kepler,1
14.80075082,132.82179,5.762,501.4,17.38,7.663,6327.0,3.092,CONFIRMED,Kepler,1
3.126861192,133.724959,1.1926,794.6,5.12,1.749,4854.0,3.939,CONFIRMED,Kepler,1
10.240611361,131.667897,0.9617,2958.0,3.9,0.64,5227.0,4.623,CANDIDATE,Kepler,1
16.87725775,138.64907,3.7917,818.4,2.54,0.872,5497.0,4.512,CONFIRMED,Kepler,1
12.05705659,135.41595,2.3462,523.9,1.96,0.834,5365.0,4.537,CONFIRMED,Kepler,1
28.26727385,140.92561,4.5839,1160.2,2.93,0.886,5132.0,4.457,CONFIRMED,Kepler,1
3.770590654,133.39088,2.029,314.4,2.13,1.208,5714.0,4.274,CONFIRMED,Kepler,1
2.7073064,132.43068,3.4378,69.5,1.36,1.629,6045.0,4.069,CONFIRMED,Kepler,1
23.11707222,149.56221,3.9948,2407.5,4.37,0.796,5275.0,4.505,CANDIDATE,Kepler,1
4.77502117,355.45644,1.7087,451.4,1.73,0.796,5275.0,4.505,CANDIDATE,Kepler,1
8.0103929,135.31823,4.2713,294.1,1.88,1.111,5616.0,4.327,CONFIRMED,Kepler,1
5.69590202,139.231637,3.5661,4921.1,6.61,0.94,6106.0,4.497,CANDIDATE,Kepler,1
27.6666375,143.86343,6.315,324.0,2.04,1.111,5616.0,4.327,CONFIRMED,Kepler,1
5.19559398,132.72178,3.748,116.0,1.18,1.111,5616.0,4.327,CONFIRMED,Kepler,1
37.0551726,200.20176,5.439,1028.8,3.19,0.846,5642.0,4.542,CONFIRMED,Kepler,1
16.33269981,136.90909,2.174,300.4,1.61,0.772,5208.0,4.563,CONFIRMED,Kepler,1
10.05550267,173.2234,2.951,147.7,0.92,0.772,5208.0,4.563,CONFIRMED,Kepler,1
9.30413878,140.33868,1.9254,637.3,1.67,0.658,4458.0,4.611,CONFIRMED,Kepler,1
4.33722007,132.85152,2.4973,358.5,1.63,0.876,5390.0,4.499,CONFIRMED,Kepler,1
1.653889476,132.18845,1.7242,124.4,0.97,0.876,5390.0,4.499,CONFIRMED,Kepler,1
3.553831111,134.64066,3.1029,191.8,1.62,1.081,6015.0,4.37,CONFIRMED,Kepler,1
1.6783263,136.05259,2.5123,146.3,1.57,1.081,6015.0,4.37,CONFIRMED,Kepler,1
5.65378163,131.71154,1.9483,366.8,1.82,0.934,5988.0,4.507,CONFIRMED,Kepler,1
5.99185827,136.88244,1.7215,186.3,2.75,1.695,6157.0,4.049,CONFIRMED,Kepler,1
14.30517579,135.06301,4.535,863.4,3.05,0.846,5741.0,4.555,CONFIRMED,Kepler,1
9.18189122,132.40505,4.343,363.6,2.17,0.846,5741.0,4.555,CONFIRMED,Kepler,1
2.64622742,132.66343,1.407,155.5,0.99,0.787,5167.0,4.555,CANDIDATE,Kepler,1
2.935362067,136.18415,1.5043,1052.6,3.15,0.823,4922.0,4.505,CONFIRMED,Kepler,1
13.53953595,143.15629,4.389,134.2,2.32,1.997,6109.0,3.985,CONFIRMED,Kepler,1
22.7082375,133.72114,3.503,298.8,1.72,0.992,6170.0,4.472,CONFIRMED,Kepler,1
7.97033985,136.55775,2.6675,490.8,1.81,0.818,5774.0,4.567,CONFIRMED,Kepler,1
5.33459393,133.43443,2.642,226.3,0.79,0.533,4275.0,4.704,FALSE POSITIVE,Kepler,0
8.49640437,138.73595,2.2128,834.0,2.14,0.709,5093.0,4.586,CONFIRMED,Kepler,1
2.032318856,132.64394,1.1596,287.5,1.12,0.682,4670.0,4.635,CONFIRMED,Kepler,1
3.62275506,132.99267,2.7868,180.6,1.62,1.216,5794.0,4.282,CONFIRMED,Kepler,1
2.892216772,132.87726,1.3596,360.5,1.31,0.615,4229.0,4.655,CONFIRMED,Kepler,1
2.543063763,132.68159,2.8473,152.0,1.26,1.029,5579.0,4.389,CONFIRMED,Kepler,1
3.177414601,134.478892,1.5262,1134.3,2.65,0.708,5303.0,4.63,CONFIRMED,Kepler,1
2.168451063,132.14107,1.458,466.9,2.41,1.109,6153.0,4.382,CONFIRMED,Kepler,1
37.8154157,141.10346,4.662,286.4,1.21,0.705,4856.0,4.624,CONFIRMED,Kepler,1
6.69332825,137.70324,2.311,781.8,2.44,0.637,4245.0,4.641,CANDIDATE,Kepler,1
33.1362861,169.50676,4.163,825.2,2.05,0.637,4245.0,4.641,CONFIRMED,Kepler,1
7.72513619,176.80202,2.042,382.2,1.71,0.637,4245.0,4.641,CONFIRMED,Kepler,1
10.71253475,137.16499,2.7186,1198.6,2.02,0.544,4175.0,4.715,CONFIRMED,Kepler,1
32.5635249,163.46038,5.418,578.3,2.05,0.859,5225.0,4.505,CONFIRMED,Kepler,1
12.19140405,136.33677,1.8832,665.8,2.46,0.967,5516.0,4.399,CONFIRMED,Kepler,1
6.11784972,133.61873,3.458,60.5,1.05,1.333,6226.0,4.247,CONFIRMED,Kepler,1
3.97599629,133.62238,2.2029,206.0,1.11,0.778,5143.0,4.561,CONFIRMED,Kepler,1
7.68478504,137.64035,2.447,274.1,1.47,0.907,5344.0,4.469,CONFIRMED,Kepler,1
0.990516282,131.84152,2.019,101.6,3.52,2.399,5975.0,3.755,FALSE POSITIVE,Kepler,0
15.0447098,133.20895,5.823,97.9,1.51,1.525,5798.0,4.025,CONFIRMED,Kepler,1
29.0726293,136.97364,2.516,439.6,2.32,1.042,5799.0,4.37,CANDIDATE,Kepler,1
1.118547814,132.84826,1.5534,234.8,0.98,0.658,4496.0,4.65,CONFIRMED,Kepler,1
6.42199919,134.58037,2.6192,161.6,1.25,0.981,5985.0,4.468,CONFIRMED,Kepler,1
9.75374033,134.06014,2.348,430.8,1.87,0.899,5806.0,4.528,CONFIRMED,Kepler,1
19.7919389,149.30719,3.787,383.7,2.58,1.039,6285.0,4.441,CONFIRMED,Kepler,1
14.87149773,137.69573,2.4076,944.9,1.59,0.524,3825.0,4.749,CONFIRMED,Kepler,1
2.732767897,354.09581,1.1102,613.1,1.42,0.524,3825.0,4.749,CONFIRMED,Kepler,1
9.61375316,132.185679,4.654,797.9,3.27,1.11,5997.0,4.364,CONFIRMED,Kepler,1
6.6254781,136.1733,2.358,122.0,0.9,0.832,5211.0,4.5,CANDIDATE,Kepler,1
29.9685917,147.8598,6.678,309.5,1.91,1.076,6249.0,4.428,CONFIRMED,Kepler,1
33.2407985,143.46683,4.675,341.9,1.51,0.827,5382.0,4.571,CONFIRMED,Kepler,1
2.97600846,132.98121,4.274,103.2,2.27,2.088,6208.0,3.898,FALSE POSITIVE,Kepler,0
15.18727049,134.05495,4.509,292.5,1.94,1.005,6136.0,4.414,CONFIRMED,Kepler,1
28.6853212,159.87094,6.307,689.1,2.69,0.838,5726.0,4.559,CONFIRMED,Kepler,1
0.588001053,132.058754,1.1451,297.4,0.99,0.57,3814.0,4.687,CONFIRMED,Kepler,1
1.078389713,133.25041,1.3394,300.5,1.98,0.985,5325.0,4.384,CONFIRMED,Kepler,1
5.03728033,134.1094,2.0619,76.3,1.55,1.381,6387.0,4.271,CONFIRMED,Kepler,1
3.289726319,131.75522,2.3274,234.9,1.37,0.91,5463.0,4.492,CONFIRMED,Kepler,1
7.18644594,136.62345,1.4972,402.0,2.19,0.91,5463.0,4.492,CONFIRMED,Kepler,1
15.94248453,146.33157,3.4894,1093.7,2.62,0.806,5376.0,4.576,CONFIRMED,Kepler,1
11.55562042,138.19752,1.6758,441.5,2.11,0.85,5420.0,4.555,CONFIRMED,Kepler,1
12.2885046,141.61869,2.807,342.1,3.22,1.671,5109.0,3.96,CONFIRMED,Kepler,1
17.13263125,147.1546,3.0555,850.2,2.31,0.794,5477.0,4.578,CONFIRMED,Kepler,1
19.0231361,139.65988,3.431,401.6,2.04,0.954,5569.0,4.459,CONFIRMED,Kepler,1
4.57948235,135.09685,3.106,207.1,1.35,0.954,5569.0,4.459,CONFIRMED,Kepler,1
1.003931703,132.09988,1.4361,491.1,1.6,0.741,4949.0,4.552,CONFIRMED,Kepler,1
0.614083885,132.46969,0.9817,389.5,2.55,1.276,6521.0,4.352,FALSE POSITIVE,Kepler,0
1.34145255,132.69106,7.502,26.6,1.31,2.389,7495.0,3.926,CANDIDATE,Kepler,1
6.11010439,136.91214,2.314,59.7,0.93,1.195,6213.0,4.387,CONFIRMED,Kepler,1
4.286866229,138.614882,4.4726,1321.9,4.14,1.049,6228.0,4.441,CONFIRMED,Kepler,1
10.27380957,134.65748,3.252,352.8,1.68,0.899,5806.0,4.528,CONFIRMED,Kepler,1
13.39155154,133.05499,3.391,48.9,1.58,2.188,6197.0,3.837,CONFIRMED,Kepler,1
5.62904396,134.74679,3.7295,39.5,1.39,2.188,6197.0,3.837,CONFIRMED,Kepler,1
8.2562857,137.9267,2.0378,37.3,1.49,2.188,6197.0,3.837,CONFIRMED,Kepler,1
12.33087921,361.9744,3.0664,872.2,2.34,0.806,5376.0,4.576,CONFIRMED,Kepler,1
4.421566535,132.18465,2.1229,684.0,2.19,0.697,4299.0,4.604,CONFIRMED,Kepler,1
15.72585941,133.98774,3.8284,1313.1,2.69,0.755,5332.0,4.597,CONFIRMED,Kepler,1
1.252753881,133.17054,2.1472,200.0,2.44,1.705,5907.0,4.041,CONFIRMED,Kepler,1
13.36019864,131.81481,2.788,699.9,1.84,0.688,4500.0,4.638,CONFIRMED,Kepler,1
14.97974335,143.46174,4.126,1211.8,3.79,0.853,5062.0,4.481,CANDIDATE,Kepler,1
6.7445683,135.5092,3.813,86.6,0.86,0.923,6106.0,4.496,CANDIDATE,Kepler,1
33.35859852,137.57061,2.286,1825.9,4.44,0.799,5009.0,4.515,CANDIDATE,Kepler,1
8.84784273,140.15085,2.0572,460.2,1.15,0.552,3867.0,4.718,CONFIRMED,Kepler,1
9.98970266,133.76102,3.7,988.4,2.48,0.81,5265.0,4.58,CONFIRMED,Kepler,1
5.63252508,133.81818,2.1448,634.4,2.04,0.804,5216.0,4.58,CONFIRMED,Kepler,1
1.442592305,134.07188,2.9698,166.0,2.67,2.043,7216.0,3.983,CONFIRMED,Kepler,1
14.17222858,142.60134,2.6297,246.8,2.39,1.314,5845.0,4.2,CONFIRMED,Kepler,1
4.92031063,135.40577,4.046,81.0,1.18,1.314,5845.0,4.2,CONFIRMED,Kepler,1
13.82142084,131.79237,3.985,765.2,2.2,0.651,4983.0,4.66,CONFIRMED,Kepler,1
2.30367952,133.76909,3.0898,136.4,1.3,0.865,6191.0,4.546,FALSE POSITIVE,Kepler,0
5.78387049,135.5798,1.3966,413.3,2.07,1.012,6063.0,4.476,CONFIRMED,Kepler,1
11.08507658,355.03627,1.751,771.8,2.5,0.793,5080.0,4.538,CONFIRMED,Kepler,1
0.571038347,131.653752,1.1267,242.1,1.65,0.886,5132.0,4.457,CONFIRMED,Kepler,1
8.77425786,132.33386,2.2245,239.6,1.75,0.905,5146.0,4.445,CONFIRMED,Kepler,1
4.51005082,134.56954,2.1533,294.8,1.74,1.032,5362.0,4.352,CONFIRMED,Kepler,1
37.6468519,161.46355,6.344,427.4,5.37,2.652,5443.0,3.74,CONFIRMED,Kepler,1
29.4557841,154.17062,3.451,533.8,2.19,0.949,6036.0,4.491,CONFIRMED,Kepler,1
12.466004437,134.003258,5.0066,2232.1,5.65,1.191,6038.0,4.284,CONFIRMED,Kepler,1
2.361724472,133.23932,1.2167,587.0,1.53,0.651,4478.0,4.615,CONFIRMED,Kepler,1
34.7630543,161.74217,4.309,293.7,1.75,0.95,5670.0,4.387,CONFIRMED,Kepler,1
20.0545282,136.56587,7.173,305.4,2.63,1.209,6056.0,4.332,CONFIRMED,Kepler,1
3.17059731,132.67813,1.6686,325.4,1.69,0.843,5431.0,4.563,CONFIRMED,Kepler,1
27.0142622,132.52245,5.385,287.6,2.0,1.184,5949.0,4.303,CONFIRMED,Kepler,1
12.50945798,136.99217,3.479,155.3,1.54,1.184,5949.0,4.303,CONFIRMED,Kepler,1
26.0203329,154.5286,4.965,1164.4,4.53,1.244,5624.0,4.218,CONFIRMED,Kepler,1
0.769854899,132.51944,1.0243,109.6,0.93,0.822,5173.0,4.55,CONFIRMED,Kepler,1
6.89226333,132.4644,2.4921,214.4,2.13,1.463,5862.0,4.148,CONFIRMED,Kepler,1
8.07127043,137.76604,2.393,318.2,1.53,0.853,5766.0,4.517,CONFIRMED,Kepler,1
11.01819178,139.87858,4.635,545.7,2.64,0.969,6075.0,4.486,CONFIRMED,Kepler,1
30.9505927,153.84507,5.394,301.4,1.51,0.651,4983.0,4.66,CONFIRMED,Kepler,1
6.3143447,173.3097,2.796,191.4,1.34,0.969,6075.0,4.486,CANDIDATE,Kepler,1
3.979867514,132.071233,2.3607,907.6,26.5,0.973,6032.0,4.485,FALSE POSITIVE,Kepler,0
23.3593589,144.01826,5.389,570.1,2.98,1.009,6244.0,4.46,CONFIRMED,Kepler,1
9.69310837,134.53003,2.734,1130.7,2.12,0.618,4818.0,4.639,CONFIRMED,Kepler,1
24.2598301,132.47982,3.897,1540.3,25.42,0.805,5485.0,4.574,FALSE POSITIVE,Kepler,0
0.813166357,131.82536,1.4122,173.5,1.14,0.887,5237.0,4.5,CONFIRMED,Kepler,1
10.86062378,136.65957,2.2874,189.6,2.09,1.496,6455.0,4.125,CONFIRMED,Kepler,1
24.08632177,148.20086,2.236,1041.7,2.78,0.768,4973.0,4.537,CONFIRMED,Kepler,1
1.834277283,132.85895,1.7499,286.5,1.64,0.958,5751.0,4.458,CANDIDATE,Kepler,1
17.40208965,141.93057,3.745,616.5,16.37,0.615,4098.0,4.662,FALSE POSITIVE,Kepler,0
37.9456138,134.78331,4.093,1032.9,2.79,0.865,5861.0,4.546,CONFIRMED,Kepler,1
24.1738244,135.62471,3.056,532.6,2.21,0.968,5468.0,4.427,CONFIRMED,Kepler,1
5.186737262,134.99509,0.8023,712.7,2.4,0.777,5230.0,4.594,CONFIRMED,Kepler,1
1.217000383,132.03128,1.3285,459.8,1.58,0.757,4859.0,4.545,CONFIRMED,Kepler,1
13.6823798,139.18611,4.153,179.6,1.43,1.026,6102.0,4.457,CONFIRMED,Kepler,1
2.42088277,133.57809,2.812,223.3,2.27,1.53,5583.0,4.077,CANDIDATE,Kepler,1
8.79618433,135.67645,3.3781,286.3,1.77,1.046,6142.0,4.456,CONFIRMED,Kepler,1
16.85592593,138.26808,2.309,871.5,1.7,0.587,3967.0,4.674,CONFIRMED,Kepler,1
14.36270451,141.435,4.564,349.4,2.31,1.216,6643.0,4.357,CONFIRMED,Kepler,1
2.344512589,132.87316,1.4116,58.9,0.97,1.132,5821.0,4.328,CONFIRMED,Kepler,1
5.766165573,134.01725,3.8314,364.8,2.27,1.191,6038.0,4.284,CONFIRMED,Kepler,1
2.888904439,132.15271,1.6043,402.2,1.68,0.759,4895.0,4.589,CONFIRMED,Kepler,1
17.14648756,140.66122,4.2354,440.3,3.64,1.412,5559.0,4.127,CONFIRMED,Kepler,1
16.09227518,142.51659,2.1072,128.5,0.98,0.67,4657.0,4.641,CONFIRMED,Kepler,1
38.103908,161.08647,3.837,961.1,4.08,0.771,5250.0,4.522,CANDIDATE,Kepler,1
3.13877646,133.65614,1.6663,174.1,0.97,0.722,5242.0,4.556,CONFIRMED,Kepler,1
5.24242029,133.23047,6.413,334.9,3.86,1.829,5383.0,3.824,CANDIDATE,Kepler,1
35.9682692,138.66885,2.839,269.7,2.95,1.529,5883.0,4.149,CONFIRMED,Kepler,1
25.3690868,143.68699,4.746,110.1,1.67,1.406,6126.0,4.224,CONFIRMED,Kepler,1
6.89213244,131.63179,1.725,82.0,1.35,1.446,6164.0,4.227,CONFIRMED,Kepler,1
1.728528176,131.80851,3.682,197.6,5.07,3.279,6153.0,3.597,FALSE POSITIVE,Kepler,0
14.97436238,141.50057,2.4461,265.4,1.28,0.8,5311.0,4.532,CONFIRMED,Kepler,1
3.97076603,134.63962,1.814,349.2,1.6,0.778,5178.0,4.521,CONFIRMED,Kepler,1
2.352273912,131.80267,1.7389,318.6,1.29,0.748,4816.0,4.608,CONFIRMED,Kepler,1
23.34036251,136.20727,2.054,615.1,2.21,0.892,5530.0,4.425,CONFIRMED,Kepler,1
37.8034121,155.37719,4.641,678.1,2.95,0.819,5329.0,4.572,CANDIDATE,Kepler,1
15.03366411,144.98055,3.272,374.9,1.7,0.891,5523.0,4.526,CONFIRMED,Kepler,1
16.2908527,132.11774,3.176,44.1,0.52,0.797,5425.0,4.549,CANDIDATE,Kepler,1
8.508333104,134.785645,3.4559,646.5,2.6,1.03,5767.0,4.396,CONFIRMED,Kepler,1
12.94123564,139.89901,4.636,328.8,1.7,0.938,6119.0,4.497,CONFIRMED,Kepler,1
5.349791,133.8836,4.279,88.8,1.29,1.183,6074.0,4.368,CONFIRMED,Kepler,1
5.26211833,136.37566,3.244,194.5,1.95,1.309,5587.0,4.188,CONFIRMED,Kepler,1
12.1628195,137.52402,2.3161,306.3,3.14,1.309,5587.0,4.188,CONFIRMED,Kepler,1
23.5541012,144.21486,7.3,95.2,2.33,2.286,9565.0,4.088,CONFIRMED,Kepler,1
4.79029482,134.95277,2.7219,142.0,1.01,0.843,5412.0,4.562,CONFIRMED,Kepler,1
38.6715843,157.61988,5.532,599.3,2.45,0.913,5432.0,4.42,CONFIRMED,Kepler,1
8.32651854,135.58655,5.483,267.9,1.8,1.0,6057.0,4.45,CONFIRMED,Kepler,1
5.53533152,132.76087,2.793,260.6,1.75,1.1,5588.0,4.331,CONFIRMED,Kepler,1
16.7261969,143.74673,2.708,194.9,1.56,1.1,5588.0,4.331,CONFIRMED,Kepler,1
21.58752788,142.96728,4.4968,336.8,2.18,1.191,6038.0,4.284,CONFIRMED,Kepler,1
3.757294695,133.95965,0.9269,273.3,1.23,0.716,4901.0,4.618,CONFIRMED,Kepler,1
3.2828024,131.89965,3.2532,142.5,1.79,1.515,5640.0,4.087,CONFIRMED,Kepler,1
4.64495172,136.02095,3.366,147.4,1.38,1.129,6047.0,4.343,CONFIRMED,Kepler,1
16.6671415,141.76551,3.526,175.0,0.7,0.525,4729.0,4.726,CANDIDATE,Kepler,1
16.48686712,139.20338,1.431,987.9,27.45,1.071,6090.0,4.447,CONFIRMED,Kepler,1
2.685054445,132.60443,1.0473,252.7,1.46,0.829,5266.0,4.484,CONFIRMED,Kepler,1
16.8600805,139.84916,5.557,273.4,1.71,0.973,6205.0,4.419,CONFIRMED,Kepler,1
1.54320541,131.5554,2.5779,91.2,1.23,1.282,5866.0,4.2,CONFIRMED,Kepler,1
6.47539108,137.5825,2.7048,530.6,1.92,0.828,4954.0,4.5,CONFIRMED,Kepler,1
16.85825609,142.34289,2.0728,759.6,2.51,0.828,4954.0,4.5,CONFIRMED,Kepler,1
2.949029106,133.13832,2.0311,358.3,1.48,0.807,4983.0,4.512,CONFIRMED,Kepler,1
37.8658964,134.36237,4.782,395.2,2.01,1.017,5757.0,4.431,CONFIRMED,Kepler,1
