period,transit_epoch_bjd,transit_duration_hrs,transit_depth_ppm,planet_radius_earth,star_radius_sol,star_teff,star_logg,disposition_text,source,target_encoded
2.9677851,2460014.515582,3.539855,18226.8366329,24.1966313,1.58557,6185.0,4.11,PC,TESS,1
3.412893,2459357.446143,2.6,15960.0,14.5305,1.13,5691.0,4.33,PC,TESS,1
3.5366051,2459359.718789,2.587,12660.0,13.8209,1.19,6026.0,4.34,PC,TESS,1
2.9599541,2459359.135206,3.523,7190.0,15.9636,1.84,6267.7,4.0,PC,TESS,1
2.3725483,2459357.129097,1.543,5010.0,14.8302,2.08,6019.0,3.85,PC,TESS,1
13.2681095,2459315.913002,3.554,2140.0,11.9718,2.48,6364.0,3.75,FP,TESS,0
2.3304358,2459356.117814,3.528,9320.0,17.6763,1.77,7763.0,4.21,PC,TESS,1
4.1343989,2459357.033335,3.051,18320.0,18.5459,1.35,6320.0,4.27,PC,TESS,1
2.7020875,2459355.467947,3.116,10040.0,15.6063,1.57,7798.0,4.31,PC,TESS,1
5.939725,2459991.651287,1.481,6600.0,14.4394,1.55,5568.0,4.05,PC,TESS,1
2.9489639,2459327.160731,2.278,2730.0,11.3327,2.15,6506.0,3.9,PC,TESS,1
2.3097953,2459330.914728,3.185,4000.0,12.6197,2.01,7300.0,4.05,PC,TESS,1
2.9919962,2459358.507515,2.614,17170.0,13.6621,1.01,5247.0,4.39,PC,TESS,1
1.3071566,2458621.988687,1.108,3100.0,11.1657,0.96,5958.0,4.51,PC,TESS,1
1.8092906,2459357.557317,1.983,15830.0,23.2306,1.77,6905.0,4.12,PC,TESS,1
0.58007,2459332.096631,1.338,16320.0,16.4382,1.33,6875.0,4.37,APC,TESS,0
2.3483946,2460042.04604,2.375,2930.0,19.5614,1.82,6155.0,3.98,PC,TESS,1
4.6027498,2459089.500823,4.2702334,7456.7037756,11.7236575,1.3408999,5909.0,4.21,KP,TESS,0
0.5465391,2460014.80407,1.6114979,3122.1584293,9.5365498,1.66057,6091.0,4.05,FP,TESS,0
4.865928,2460015.137099,5.323532,10758.3826821,15.177757,1.21215,6137.0,4.34,PC,TESS,1
1.6995805,2459330.553847,2.305,6740.0,11.1546,1.35,9626.0,4.56,PC,TESS,1
12.2027867,2459310.392373,2.428,7070.0,9.74784,1.13,6454.0,4.45,PC,TESS,1
7.4365725,2459317.659383,2.774,5020.0,17.5053,2.29,9230.0,4.09,APC,TESS,0
3.8277062,2459303.646732,0.899,3610.0,7.97984,1.18,6610.0,4.44,PC,TESS,1
6.1668344,2459091.687062,2.2619245,13145.6121347,17.0195741,1.2815599,5747.0,4.24,PC,TESS,1
0.6587178,2459332.070023,1.576,7010.0,20.2415,2.41,6520.0,3.8,PC,TESS,1
1.2669382,2459331.967282,1.93,2580.0,7.13535,1.36,6296.0,4.26,CP,TESS,1
2.9828061,2459329.822031,4.28,7320.0,15.4283,1.81,6879.0,4.09,PC,TESS,1
3.1420872,2459328.306157,1.884,13090.0,12.6134,1.05,5417.4,4.37,PC,TESS,1
1.8030565,2459331.553005,2.3,2620.0,8.89917,1.72,5982.0,4.01,PC,TESS,1
6.3599636,2459325.080291,5.479,4400.0,13.6678,2.07,7689.0,4.06,PC,TESS,1
0.5496848,2460014.890217,0.82,2860.0,10.6252,1.84,7433.0,4.14,PC,TESS,1
4.5744909,2459331.47792,4.534,8890.0,16.8715,1.7,6993.0,4.16,PC,TESS,1
1.9268037,2459332.242276,1.4,2260.0,3.42735,0.68,4249.0,4.59,CP,TESS,1
2.1532179,2459576.125706,2.072,6780.0,25.853,1.68,5997.0,4.03,PC,TESS,1
5.1057571,2459300.597866,2.616,10840.0,10.9206,1.01,5495.2,4.41,PC,TESS,1
10.9506335,2459320.535229,2.635,1820.0,3.17264,0.73,4530.0,4.56,PC,TESS,1
2.7499877,2459331.050205,3.84,15480.0,22.9205,1.77,10146.0,4.36,PC,TESS,1
4.4163989,2459331.270289,1.81,7110.0,7.89614,0.93,6273.0,4.59,PC,TESS,1
4.3653308,2459325.460586,3.456,8090.0,14.0676,1.57,7109.0,4.24,PC,TESS,1
4.2839945,2459326.634102,3.08,9440.0,9.77904,1.03,6022.0,4.46,PC,TESS,1
4.7323433,2460015.103725,4.1038025,15681.823373,17.3410428,1.35252,6438.0,4.29,PC,TESS,1
2.5543095,2459330.064618,2.239,18680.0,13.5543,0.95,5990.0,4.53,PC,TESS,1
4.2695675,2459090.953132,3.7002918,8610.3886424,12.2342646,1.3043,5798.0,4.22,PC,TESS,1
3.2907468,2459330.083468,2.309,15760.0,14.0568,1.08,6229.0,4.45,PC,TESS,1
4.0467915,2459301.392172,3.979,5180.0,12.8472,1.79,5933.0,3.96,PC,TESS,1
4.3437796,2459303.206061,2.774,7750.0,11.8307,1.32,6513.0,4.32,PC,TESS,1
5.3332571,2459329.829974,3.102,2020.0,5.82279,1.1,6068.0,4.41,PC,TESS,1
4.7343852,2459330.174264,4.468,12440.0,18.0528,1.6,5776.0,4.05,PC,TESS,1
6.900352,2459331.223545,2.452,10420.0,8.86463,0.85,5205.8,4.53,PC,TESS,1
0.7428708,2459331.223979,1.112,4970.0,7.86186,1.11,5635.9,4.35,FP,TESS,0
4.640636,2458591.97575,2.984,15710.0,13.1303,1.02,4539.0,4.27,PC,TESS,1
4.2842284,2459576.21659,1.497,11830.0,14.0459,1.19,4911.0,4.19,PC,TESS,1
4.407111,2459331.60796,2.134,9140.0,11.7059,1.18,5478.0,4.27,PC,TESS,1
2.7961137,2459327.015901,1.604,5500.0,7.7487,1.06,6455.0,4.51,PC,TESS,1
1.6484941,2460014.721588,2.0820857,3523.4673819,9.6099784,1.5764199,6316.0,4.14,PC,TESS,1
3.2689953,2459332.173033,2.931,15890.0,17.1329,1.32,5552.0,4.19,PC,TESS,1
3.8098324,2458594.480161,3.881,3250.0,10.3911,1.78,5406.0,3.91,PC,TESS,1
8.907516,2459289.297783,3.522,8610.0,14.3733,1.49,6407.0,4.2,PC,TESS,1
3.541231,2459090.600097,2.4849489,5029.7368715,10.6621914,1.28259,5755.0,4.23,APC,TESS,0
5.5167527,2459304.265389,4.288,13410.0,21.0821,1.81,6296.0,4.01,PC,TESS,1
6.1836286,2459356.522533,2.573,9990.0,13.3233,1.29,6504.0,4.34,FP,TESS,0
1.8703411,2459359.165583,2.134,9570.0,18.6634,1.7,6368.0,4.08,APC,TESS,0
2.2545904,2459388.230262,0.977,5980.0,11.3495,1.25,5567.0,4.23,PC,TESS,1
6.7565519,2459358.443291,3.442,5200.0,12.7591,1.64,5972.0,4.05,PC,TESS,1
1.8246123,2459386.793853,1.835,16080.0,18.0134,1.39,5655.0,4.15,PC,TESS,1
3.606557,2459357.945764,1.878,9930.0,13.2514,1.26,5775.3,4.25,APC,TESS,0
2.3155132,2459386.588498,0.649,1520.0,7.00521,1.45,6011.0,4.16,PC,TESS,1
2.3348152,2459358.079233,1.861,5310.0,11.4665,1.51,5949.1,4.12,PC,TESS,1
3.2615,2458354.54332,2.233,1652.28,5.07097,1.13,5963.0,3.41,FP,TESS,0
2.2664085,2459385.110624,2.63,10240.0,13.4164,1.27,6107.0,4.29,PC,TESS,1
4.0902788,2459388.723127,3.584,5060.0,13.9755,1.95,6130.0,3.92,PC,TESS,1
2.2308431,2458649.589138,2.969,10950.0,22.6165,2.14,6386.0,3.88,PC,TESS,1
3.7065603,2459357.945093,1.98,15010.0,12.9758,1.03,5632.0,4.41,PC,TESS,1
3.9628496,2459354.840766,2.844,4480.0,9.64171,1.43,5449.0,4.24,PC,TESS,1
10.18108,2458355.59503,3.674,1190.0,2.66019,0.78,4822.0,4.55,PC,TESS,1
4.4338805,2459382.058438,3.93,9180.0,13.6095,1.37,6695.0,4.32,PC,TESS,1
3.7724947,2459383.264338,2.199,9180.0,13.5487,1.33,6623.0,4.33,PC,TESS,1
3.5505931,2459382.328839,2.713,15700.0,17.9407,1.34,4803.0,4.07,PC,TESS,1
3.5506084,2458650.905593,2.706,16040.0,14.4767,1.13,5083.0,4.26,FP,TESS,0
3.55562,2459109.39216,1.838,2610.0,11.1675,1.34,5671.0,4.19,FP,TESS,0
5.3430663,2459357.83131,5.101,7220.0,21.0355,2.15,7822.0,4.04,PC,TESS,1
1.7257597,2459358.412233,1.375,13880.0,15.2188,1.27,7235.0,4.44,PC,TESS,1
0.7815064,2459359.018335,1.353,8410.0,11.9775,1.37,7691.0,4.42,PC,TESS,1
4.6492201,2459355.282092,1.143,7880.0,8.96002,0.93,5110.0,4.44,APC,TESS,0
6.8561604,2459329.466826,4.32,5540.0,14.3692,2.01,6282.0,3.92,PC,TESS,1
1.4753526,2460068.914155,3.29,870.0,5.30533,1.81,5732.0,3.93,PC,TESS,1
3.9712794,2459355.823345,2.606,8670.0,15.3233,1.62,6200.0,4.09,PC,TESS,1
1.4010338,2460041.774002,2.22,13310.0,18.1441,1.52,7014.0,4.26,PC,TESS,1
1.5755252,2460041.729716,3.5874714,3712.6009177,21.7284649,2.1970401,6560.0,3.89,PC,TESS,1
3.0749168,2459357.894877,2.67,8540.0,15.2762,1.6,6782.0,4.2,PC,TESS,1
1.7765395,2458623.343394,1.258,14020.0,16.6,1.28,6394.0,4.33,FP,TESS,0
3.0959309,2459355.198773,2.545,14080.0,17.8437,1.47,6918.0,4.28,PC,TESS,1
5.1745185,2459354.56787,2.441,10490.0,13.926,1.36,5340.0,4.14,PC,TESS,1
4.4814049,2459325.552168,1.689,10170.0,13.8048,1.37,6232.0,4.25,PC,TESS,1
3.0031058,2460043.480963,3.4866136,6677.7862161,16.5290691,1.91287,6212.0,3.95,PC,TESS,1
1.1960086,2460041.592817,2.35,11770.0,15.4837,1.55,7108.0,4.26,FP,TESS,0
4.7606207,2460015.719284,5.9420443,7813.8313853,14.527713,1.1804399,6213.0,4.37,PC,TESS,1
3.7463765,2459065.374875,1.9560091,18855.6336929,10.6334288,0.775888,4696.0,4.53,PC,TESS,1
2.0963263,2459359.742247,1.217,7200.0,12.906,1.56,5809.0,4.07,PC,TESS,1
3.5366743,2458617.031866,2.697,13180.0,13.338,1.14,5971.0,4.37,FP,TESS,0
5.0700956,2459357.042103,2.763,3570.0,5.54459,0.96,5641.0,4.47,PC,TESS,1
4.2174286,2459360.251174,4.045,7050.0,18.2265,2.2,6841.0,3.93,PC,TESS,1
3.6071588,2459358.969705,3.947,4270.0,11.5952,1.68,6071.0,4.04,PC,TESS,1
3.5601365,2459355.303805,2.824,4630.0,14.1499,1.93,6762.0,4.03,PC,TESS,1
3.6130857,2460014.449976,1.7149191,12550.1377027,23.3477984,1.63648,7520.0,4.25,PC,TESS,1
2.0084283,2459359.079526,2.6,1310.0,16.5313,4.54,5438.8,4.3,PC,TESS,1
1.5659063,2459359.2727,1.169,6810.0,18.7417,1.6,6356.0,4.13,PC,TESS,1
1.84996,2458622.189194,2.954,9350.0,13.3315,1.37,6320.0,4.26,FP,TESS,0
0.7135373,2459086.530897,0.892,18540.0,16.1586,0.74,4349.7,4.58,APC,TESS,0
2.669856,2460070.208572,3.559,6480.0,16.192,2.0,7833.0,4.1,PC,TESS,1
4.4367891,2459355.803726,2.042,4940.0,16.9119,2.42,6426.0,3.78,PC,TESS,1
3.6179419,2459353.903239,4.394,14890.0,11.142,0.87,4460.0,4.4,PC,TESS,1
0.6676722,2459360.096224,1.117,3440.0,17.2447,2.82,6842.0,3.71,PC,TESS,1
4.9816829,2459351.787159,2.587,11450.0,9.90628,0.91,5670.0,4.52,PC,TESS,1
2.1271199,2459359.016777,2.386,14960.0,13.6834,1.08,5483.2,4.36,PC,TESS,1
0.6756067,2459359.835275,1.028,3480.0,6.27738,0.92,5411.0,4.48,PC,TESS,1
1.46503,2458354.27607,1.145,3162.12,5.43222,0.88,5912.5,4.36,FP,TESS,0
1.5169786,2459358.004096,1.241,2720.0,6.64263,1.02,5828.0,4.44,PC,TESS,1
4.2442882,2459358.542026,4.273,7530.0,13.1653,1.52,6915.0,4.25,PC,TESS,1
1.9405161,2459357.915255,3.344,5930.0,15.0354,1.94,8213.0,4.16,PC,TESS,1
2.3577049,2459356.016126,3.357,7210.0,11.6588,1.39,7822.0,4.42,PC,TESS,1
1.14057,2458354.27156,2.188,5009.01,6.52263,0.84,5349.5,4.44,FP,TESS,0
2.2364485,2459359.908764,2.49,17380.0,24.5257,1.51,6905.0,4.26,PC,TESS,1
3.5949457,2459384.246737,2.153,5810.0,11.7369,1.36,6131.0,4.24,PC,TESS,1
5.7759952,2459355.374217,3.594,9030.0,11.5628,1.31,5992.0,4.24,PC,TESS,1
3.2136333,2459383.966929,1.875,7810.0,11.1273,1.25,6189.4,4.32,FP,TESS,0
3.3704313,2459329.334304,4.608,5610.0,13.6938,1.85,5765.0,3.92,CP,TESS,1
3.2969977,2459358.273636,3.856,8860.0,17.145,1.83,7108.0,4.11,PC,TESS,1
5.6320791,2459359.939605,4.728,3600.0,11.8957,2.0,6409.0,3.95,PC,TESS,1
2.8317721,2459358.053478,2.607,12860.0,17.0328,1.48,6084.0,4.15,PC,TESS,1
2.3720554,2460069.345358,3.366,4350.0,7.05055,1.11,4668.0,4.22,PC,TESS,1
1.8118703,2459358.150133,1.368,5510.0,18.0792,2.25,6222.0,3.81,PC,TESS,1
5.21228,2459355.167116,3.863,8950.0,19.3512,2.06,8532.0,4.14,PC,TESS,1
2.7723915,2458355.57459,1.8223369,5882.0194354,6.3703129,0.775641,4558.0,4.52,PC,TESS,1
1.8200065,2459357.488406,2.059,15750.0,11.7988,0.91,4994.0,4.43,PC,TESS,1
2.1738256,2460042.803664,2.081,2730.0,17.3093,3.28,7588.0,3.65,PC,TESS,1
3.3898234,2458621.03022,1.587,1840.0,14.9878,3.13,6096.0,3.5,PC,TESS,1
0.9787891,2459331.769405,1.754,6770.0,17.8038,2.09,6959.0,3.98,APC,TESS,0
2.9098435,2459356.489051,1.928,9480.0,13.2842,1.31,5955.0,4.24,FP,TESS,0
2.2310803,2460043.084473,3.3193427,12565.1881618,16.1961401,1.42673,5905.0,4.16,PC,TESS,1
3.8600722,2459357.914411,1.93,16960.0,10.5393,0.77,5096.5,4.59,PC,TESS,1
3.0001627,2459356.230477,2.892,10600.0,15.0659,1.45,6695.0,4.27,PC,TESS,1
4.6606892,2458620.951574,2.863,6370.0,21.5363,2.6,8608.0,3.94,PC,TESS,1
2.8977031,2459354.766143,4.148,10130.0,17.057,1.67,6397.0,4.1,PC,TESS,1
4.319754,2459351.899577,2.78,10910.0,13.1542,1.25,5783.0,4.26,PC,TESS,1
5.3305676,2459350.579902,2.887,5820.0,15.5434,2.01,6076.0,3.89,PC,TESS,1
3.2782956,2459329.066407,3.38,8280.0,12.1111,1.32,5544.0,4.19,PC,TESS,1
3.2420704,2459360.094698,2.535,10600.0,12.4447,1.21,5570.7,4.26,PC,TESS,1
4.36907,2458357.72126,1.308,3970.0,5.94716,0.9,4391.0,4.36,PC,TESS,1
3.2806578,2459330.610153,2.93,9820.0,11.5452,1.18,5717.0,4.3,PC,TESS,1
4.3636327,2459352.703569,2.407,10410.0,9.0556,0.87,5042.0,4.48,PC,TESS,1
4.3622356,2458619.606193,2.645,18670.0,11.0608,0.78,4486.0,4.5,FP,TESS,0
2.2458338,2459359.36326,1.462,10280.0,8.19934,0.76,4377.0,4.51,PC,TESS,1
6.3096313,2459379.229157,2.761,4370.0,6.46255,0.96,5829.0,4.5,PC,TESS,1
2.5336422,2459356.441741,2.865,13290.0,29.183,1.36,6038.0,4.22,FP,TESS,0
3.4470312,2459359.440143,2.677,15240.0,11.2549,0.9,5629.0,4.53,PC,TESS,1
0.247325,2459061.896703,0.913937,2174.148068,10.7717369,1.74395,6316.0,3.75,APC,TESS,0
11.4520097,2459365.448337,3.017,1500.0,9.64471,1.52,6193.0,4.15,PC,TESS,1
0.8831279,2460014.96281,1.651686,2068.0674877,4.3749094,0.86,5151.4,4.51,CP,TESS,1
12.8770845,2460018.710113,1.9419484,7385.1208646,10.8337698,1.10769,5953.0,4.39,PC,TESS,1
5.6155837,2460101.903547,4.495,2690.0,7.87868,1.51,5998.0,4.13,PC,TESS,1
3.3133491,2459057.259668,3.881,8900.0,14.7466,1.56,6690.0,4.21,PC,TESS,1
2.7674682,2460098.317233,2.997,5740.0,11.0509,1.41,5890.0,4.17,PC,TESS,1
1.8641295,2459387.334771,1.42,4130.0,6.95296,1.02,5293.0,4.38,PC,TESS,1
10.0550764,2459066.81665,3.3888241,13107.7141418,20.5931944,1.31971,5960.0,4.23,PC,TESS,1
3.146714,2459387.057454,2.106,7360.0,12.1786,1.37,5197.0,4.11,PC,TESS,1
2.9075077,2459056.460855,2.92,10020.0,12.0308,1.18,5709.0,4.3,PC,TESS,1
20.5020769,2459027.740647,7.382,17680.0,11.7145,0.78,4511.0,4.51,PC,TESS,1
7.0327412,2459048.053516,3.044,17290.0,11.4154,0.83,5021.0,4.52,PC,TESS,1
3.2464257,2458680.814641,2.082,8430.0,12.7086,1.35,5729.0,4.19,PC,TESS,1
0.4191451,2460126.929466,0.9767422,1898.2608647,6.1769613,1.39542,5430.0,4.4,PC,TESS,1
4.4781603,2459063.3541,1.5774426,4339.8345448,9.2972393,1.20333,6074.0,4.33,PC,TESS,1
3.8348994,2459054.049655,3.138,4600.0,10.5061,1.56,5849.3,4.08,PC,TESS,1
9.3108074,2459052.424376,5.27,2860.0,10.1812,1.89,6243.0,3.97,PC,TESS,1
2.9478339,2459056.306599,2.205,5030.0,18.9265,1.35,6296.0,4.27,APC,TESS,0
3.502221,2459055.629482,2.911,13290.0,14.1347,1.21,5983.0,4.31,PC,TESS,1
0.8102219,2459059.423389,0.737,820.0,7.01523,2.03,6329.0,3.92,PC,TESS,1
2.7022764,2459058.994886,2.856,11200.0,15.3559,1.43,5969.0,4.17,PC,TESS,1
2.0325685,2459060.316071,1.312,18260.0,11.846,0.85,4950.0,4.49,PC,TESS,1
2.7176413,2459055.33599,3.285,12100.0,17.2275,1.52,6567.0,4.21,PC,TESS,1
1.4259934,2459059.527698,1.434,4670.0,12.6369,1.75,5955.0,3.99,PC,TESS,1
5.7042858,2459090.797418,4.061264,940.986289,5.0247868,1.61148,5560.5,4.01,CP,TESS,1
3.910946,2459059.767349,3.28,5210.0,10.6878,1.54,5642.0,4.07,FP,TESS,0
4.2545208,2460099.805391,4.3764889,9168.7791674,13.8532978,1.43536,5674.0,4.13,PC,TESS,1
2.589659,2458679.954272,3.385,7430.0,14.9823,1.75,6650.0,4.1,PC,TESS,1
3.4379994,2458676.059685,3.855,8370.0,13.3167,1.44,6193.0,4.2,PC,TESS,1
5.9493696,2458678.204613,3.678,10370.0,11.8844,1.15,5590.0,4.31,PC,TESS,1
3.9349141,2459382.02803,4.189,7660.0,14.3155,1.61,6200.0,4.1,PC,TESS,1
3.0537856,2459388.724951,1.731,12440.0,17.9453,1.46,6103.0,4.17,PC,TESS,1
2.9264345,2458676.816169,3.182,7890.0,6.98436,0.8,5121.0,4.57,PC,TESS,1
4.2794669,2459091.763748,2.4641339,17011.2798568,9.0099926,0.703041,4314.0,4.57,PC,TESS,1
6.6926834,2459381.701217,5.96,3180.0,9.62132,1.75,5918.0,3.98,PC,TESS,1
5.451593,2459380.942313,3.628,3490.0,11.1974,1.87,5773.0,3.91,PC,TESS,1
1.5570251,2460069.672142,1.431,4220.0,10.9349,1.5,5590.0,4.08,PC,TESS,1
8.6187455,2459384.919206,1.692,3430.0,15.6647,2.37,7400.0,3.92,PC,TESS,1
3.4930546,2459384.958497,2.985,7980.0,13.1021,1.42,5986.0,4.17,PC,TESS,1
2.025289,2459388.22904,2.257,18480.0,12.3405,0.86,5297.4,4.52,PC,TESS,1
3.8780401,2459387.095741,2.757,5030.0,8.5758,1.15,5617.0,4.31,FP,TESS,0
3.8784358,2458681.293828,2.677,9620.0,11.8812,1.14,5636.0,4.32,PC,TESS,1
7.4832824,2459382.076495,3.802,12910.0,12.264,1.06,5306.0,4.35,PC,TESS,1
2.4843369,2459141.054998,1.154,4450.0,8.59746,1.76,5608.0,3.94,FP,TESS,0
1.3828196,2459387.229823,1.336,10030.0,15.7062,1.45,6362.0,4.22,PC,TESS,1
4.8435717,2459383.590441,2.561,6120.0,15.3767,1.01,5552.0,4.42,FP,TESS,0
5.2330803,2459386.216984,4.617,6900.0,12.7241,1.49,6375.0,4.2,PC,TESS,1
4.0668012,2459385.08853,2.373,10210.0,10.2315,0.98,5789.0,4.47,PC,TESS,1
2.9519989,2459385.043204,3.518,8270.0,15.6964,1.73,6136.0,4.03,PC,TESS,1
0.5438807,2458681.71335,0.78,3390.0,6.46581,0.98,5259.0,4.41,FP,TESS,0
0.77685,2459062.446886,1.43,830.0,3.28324,0.96,5190.0,4.42,CP,TESS,1
2.625748,2459387.964411,3.529,4650.0,12.4597,1.89,6693.0,4.04,PC,TESS,1
3.6525305,2458681.48892,4.153,9770.0,14.7302,1.47,5930.0,4.14,CP,TESS,1
1.0571733,2459387.911246,1.235,2140.0,12.0066,2.53,6307.0,3.72,PC,TESS,1
3.0223957,2459386.357734,3.272,14800.0,11.507,0.75,4653.0,4.56,FP,TESS,0
2.8090597,2459386.640201,3.24,6430.0,12.0828,1.52,5852.0,4.1,PC,TESS,1
1.0664194,2459387.102253,2.106,14350.0,14.3422,1.18,5897.0,4.33,PC,TESS,1
4.1794516,2459382.156519,3.921,4480.0,13.3164,1.96,6151.0,3.92,PC,TESS,1
10.1923252,2459369.72302,6.168,1730.0,5.40312,1.28,5767.0,4.23,PC,TESS,1
5.0648278,2459386.788351,4.321,9920.0,13.6307,1.34,6411.0,4.29,PC,TESS,1
3.7852328,2459089.918368,3.5398298,1338.8791278,4.7864833,1.1289999,6150.0,4.4,PC,TESS,1
1.0815202,2459387.736148,1.317,9050.0,17.3782,1.78,6260.0,4.02,PC,TESS,1
2.0180196,2459383.760485,1.967,15190.0,12.168,0.96,5544.0,4.47,CP,TESS,1
1.9242952,2458680.862806,3.075,12690.0,16.9815,1.48,6324.3,4.19,PC,TESS,1
2.265394,2458682.073691,3.478,4540.0,12.6882,1.86,5568.0,3.89,PC,TESS,1
1.2436504,2459388.953701,1.215,7630.0,11.1385,1.18,6070.0,4.35,PC,TESS,1
1.4893582,2459385.193619,1.286,8600.0,12.5424,1.11,6208.0,4.42,PC,TESS,1
17.9160113,2460188.713023,1.889,9906.0,18.2667,1.57,6090.2,4.11,APC,TESS,0
8.6369598,2459386.224917,4.91,13620.0,13.0862,1.04,6040.0,4.45,PC,TESS,1
5.9709305,2459383.417373,3.145,11800.0,12.3371,1.09,5748.0,4.38,PC,TESS,1
2.3651663,2458680.4761,2.462,15360.0,19.4747,1.51,5805.0,4.1,FP,TESS,0
3.2229781,2458678.653544,3.793,9310.0,14.58,1.29,5488.0,4.2,PC,TESS,1
2.1917701,2459386.770681,3.145,11650.0,20.1864,1.84,7222.0,4.12,PC,TESS,1
4.8692603,2458681.381272,2.538,5510.0,6.32448,0.7,4323.0,4.58,PC,TESS,1
1.26092,2458354.86627,2.718,4825.94,8.46782,1.11,5875.0,4.36,FP,TESS,0
2.2358979,2459988.846054,1.588,610.0,3.28794,0.9,4793.8,4.42,PC,TESS,1
4.311529,2459327.23565,2.699,9820.0,15.9679,1.57,6777.0,4.29,PC,TESS,1
13.8198702,2460068.517239,5.041,328.0,3.09224,1.96,5598.0,3.85,PC,TESS,1
4.6658007,2460174.14998,2.609,565.0,2.17821,1.02,6365.0,4.54516,CP,TESS,1
8.8176457,2460167.789582,3.076,645.0,2.36114,1.02,6365.0,4.54516,PC,TESS,1
15.6600896,2459362.14905,4.785,400.0,2.14305,1.13,6257.0,4.42,PC,TESS,1
2.9122454,2459136.464144,3.269,1210.0,5.08343,1.46,5466.0,3.94,PC,TESS,1
2.6535777,2459229.684104,2.1014914,1446.2753601,6.685956,1.70185,8037.0,4.26402,FP,TESS,0
8.8088443,2459296.556389,4.411,3550.0,10.7596,1.58,8072.0,4.37,FP,TESS,0
15.8118347,2460013.996804,4.449,601.0,2.24252,1.01,5746.7,4.43,PC,TESS,1
17.7082945,2460108.108861,3.449,2341.0,11.7171,2.8,7859.0,4.12,FP,TESS,0
16.7375044,2459296.79959,1.319,2570.0,16.0108,2.97,6549.0,3.62,APC,TESS,0
10.5634342,2459293.124687,1.011,11150.0,12.1545,0.99,4688.0,4.33,APC,TESS,0
18.0953159,2460031.240934,2.627,3176.0,12.0619,1.8,6509.8,3.99,CP,TESS,1
5.8769438,2459990.15956,4.5933803,7168.7849256,12.3925008,1.4484,5805.0,4.13,CP,TESS,1
5.3928876,2459992.694528,3.8463963,7447.1137923,12.0135136,1.3179801,5970.0,4.24,PC,TESS,1
7.2611991,2459276.067282,3.389,3980.0,15.4357,1.82,6702.0,4.07,PC,TESS,1
2.3506831,2459990.539613,2.743,1940.0,6.39563,1.47,6589.0,4.24,PC,TESS,1
6.534605,2459968.501117,2.957,6530.0,12.2512,1.41,5826.0,4.16,PC,TESS,1
2.6543295,2459251.491473,3.275,18470.0,23.745,1.71,7517.0,4.21,PC,TESS,1
1.2368321,2459279.83151,2.144,1930.0,7.3968,1.59,6117.0,4.1,FP,TESS,0
4.7260751,2459271.005292,4.275,6910.0,14.7931,1.55,7311.0,4.27,PC,TESS,1
0.5241284,2459278.383405,1.017,2400.0,16.7968,1.95,5860.0,3.88,FP,TESS,0
2.6101478,2459964.540864,4.3645203,2843.8872049,15.9448335,2.6926401,5320.0,4.21,PC,TESS,1
1.6117444,2459250.615192,1.524,3120.0,6.63491,1.14,6056.0,4.38,FP,TESS,0
5.36777,2459108.86073,4.271,6650.0,14.2607,1.72,6561.0,4.1,KP,TESS,0
4.4575332,2459252.368103,5.319,2900.0,12.6057,2.16,6289.3,4.25,PC,TESS,1
9.7325799,2459988.840025,1.6549887,11099.2665877,14.8778005,1.3728499,6300.4,4.26,PC,TESS,1
1.8592079,2459277.023695,2.212,3150.0,16.4056,2.82,7257.0,3.75,PC,TESS,1
2.2623261,2459274.96923,3.048,2940.0,4.86815,0.89,5786.0,4.56,FP,TESS,0
0.8855539,2458540.32689,1.034,1900.0,5.05228,1.13,6446.0,4.45,PC,TESS,1
1.680148,2459278.794388,1.217,1420.0,9.76407,2.35,5750.5,3.81,FP,TESS,0
6.73069,2458354.57336,3.503,14721.7,22.1494,1.66,6048.2,4.28,FP,TESS,0
4.7131119,2459963.254463,5.5285456,10492.6573132,19.7629326,1.88091,6785.0,4.05,PC,TESS,1
5.2059716,2458538.389463,2.803,9210.0,11.1254,1.13,6210.0,4.41,PC,TESS,1
7.8373997,2459966.08383,3.273,2880.0,7.62042,1.43,6715.0,4.28,PC,TESS,1
6.4700007,2459968.456564,5.6018512,14835.6486181,22.0947602,1.7676899,6819.0,4.11,PC,TESS,1
3.6250244,2459248.508703,2.209,11380.0,6.80665,0.63,3811.0,4.63,PC,TESS,1
6.2088405,2459993.668188,2.7236562,2992.8361072,3.5693526,0.661528,4655.8,4.67,PC,TESS,1
3.8036198,2459252.997055,4.141,17890.0,22.1057,1.61,6464.0,4.14,PC,TESS,1
3.6689529,2459275.591697,2.866,14780.0,13.2074,1.06,5642.0,4.38,PC,TESS,1
11.2205176,2459968.985157,3.7193393,10721.0265817,17.0919218,1.60322,6764.0,4.19,PC,TESS,1
2.5087868,2459276.822863,2.529,15750.0,12.9918,1.01,6255.0,4.52,PC,TESS,1
6.1458884,2459244.497961,2.808,12900.0,18.4029,1.6,7231.0,4.24,PC,TESS,1
2.623354,2459279.359536,2.845,8790.0,16.3338,1.69,6437.0,4.1,PC,TESS,1
15.8346011,2459249.62041,4.676,18000.0,16.7304,1.09,5713.1,4.37,FP,TESS,0
7.7605254,2459278.415912,3.639,2060.0,4.92551,1.09,6070.0,4.42,PC,TESS,1
1.81383,2458355.75117,1.113,13170.0,11.581,0.94,4775.0,4.38,PC,TESS,1
